0.023984,0.115,0.005819
0.08,0.026055,0.002241
0.08,-0.027178,0.023745
0.015625,-0.115,0.007086
-0.015469,-0.115,0.023029
-0.08,-0.027851,0.0055
-0.08,0.024595,0.023686
0.08,-0.027851,-0.005607
-0.08,-0.023696,-0.022414
-0.02625,-0.03414,-0.03
0.0275,0.041328,-0.03
-0.053984,0.037734,0.03
-0.051016,-0.080859,0.03
0.051016,0.080859,0.03
-0.023438,0.073672,0.03
0.054063,-0.041777,0.03
0.015391,0.115,0.025279
-0.061563,0.115,0.006013
-0.064297,0.115,0.021733
0.08,-0.024707,0.009631
0.08,0.091192,0.024153
0.08,-0.086194,0.005164
0.08,-0.085351,0.021383
0.018984,-0.115,0.025984
-0.08,0.037622,0.000981
-0.08,-0.091192,0.024153
-0.08,0.082095,0.015353
0.01875,0.115,-0.024862
0.08,0.035488,-0.005288
-0.018906,-0.115,-0.026539
0.060625,-0.115,-0.025261
-0.08,0.085801,-0.024148
-0.08,-0.088047,-0.008423
-0.054063,0.03414,-0.03
-0.026719,0.074121,-0.03
0.047227,0.071875,-0.03
0.056875,-0.037734,-0.03
-0.057188,-0.019765,0.03
0.057188,0.015947,0.03
-0.024297,0.115,0.026104
0.08,0.026953,0.014062
0.055,-0.115,0.013638
-0.055312,-0.115,0.015256
0.016367,0.115,-0.014996
-0.01957,0.115,-0.023152
0.08,0.022461,-0.027136
-0.06125,-0.115,-0.012931
0.018594,-0.115,-0.026385
0.055625,-0.115,-0.017651
-0.08,0.026055,-0.003787
-0.08,0.023359,-0.01229
-0.08,-0.084902,-0.023467
-0.01125,-0.019765,-0.03
-0.011602,-0.073896,-0.03
0.054063,0.018418,-0.03
0.011406,0.015723,-0.03
-0.025625,0.023808,0.03
-0.061875,-0.041553,0.03
-0.073301,-0.037622,0.03
0.009023,-0.036611,0.03
0.052891,-0.094336,0.03
0.066406,0.041328,0.03
-0.011719,0.099277,0.03
-0.054219,0.10107,0.03
-0.011406,0.037734,0.03
0.069297,-0.023808,0.03
0.021211,-0.013027,0.03
-0.016406,0.115,0.017069
0.02,0.115,0.017659
0.063359,0.115,0.024188
0.08,0.082431,0.008397
0.08,0.031445,0.02441
-0.021719,-0.115,0.00561
-0.015586,-0.115,0.011772
0.017812,-0.115,0.017135
0.057031,-0.115,0.025503
-0.065469,-0.115,0.019746
-0.060938,-0.115,0.028198
-0.08,-0.08625,0.013385
-0.08,0.033691,0.011931
-0.08,-0.023584,0.018841
-0.08,-0.026953,0.027085
-0.08,0.085801,0.024148
-0.016133,0.115,0.000306
-0.023906,0.115,-0.00761
0.055547,0.115,-0.000597
0.060156,0.115,-0.012711
0.056406,0.115,-0.025961
-0.056016,0.115,-0.00174
-0.067266,0.115,-0.003684
-0.056016,0.115,-0.023673
-0.064316,0.115,-0.014831
0.08,0.089844,0.000806
0.08,-0.089507,-0.010344
0.08,-0.030771,-0.01981
0.08,0.028975,-0.015857
0.08,0.089338,-0.022988
0.08,0.033018,-0.025259
0.020039,-0.115,-0.003433
0.019219,-0.115,-0.014949
-0.055625,-0.115,-0.022564
-0.08,0.089844,0.005046
-0.08,-0.028975,-0.006284
-0.08,0.0356,-0.023516
-0.030156,0.022011,-0.03
-0.060664,0.023584,-0.03
0.015937,-0.038071,-0.03
0.060195,-0.094561,-0.03
0.01625,-0.098828,-0.03
-0.057695,-0.043125,-0.03
-0.02625,-0.095234,-0.03
-0.0525,0.099726,-0.03
-0.010156,0.098828,-0.03
-0.011406,0.030547,-0.03
0.021367,0.099053,-0.03
0.071406,-0.070976,-0.03
-0.03543,-0.048404,0.03
-0.01125,-0.05211,0.03
-0.029375,-0.012578,0.03
0.0325,0.053008,0.03
0.03625,0.115,0.00724
0.08,0.055479,0.015513
0.08,-0.062441,0.02387
-0.08,-0.05166,0.013308
-0.08,0.056826,0.02415
0.035703,0.115,-0.0075
-0.043672,0.115,-0.016153
0.08,-0.059746,-0.005727
0.08,0.055703,-0.0258
0.044375,-0.115,-0.017966
-0.08,-0.057051,-0.025598
-0.036875,-0.019765,-0.03
0.01625,0.044023,-0.03
-0.048633,0.023584,0.03
-0.047148,0.04582,0.03
-0.061172,-0.066484,0.03
-0.071406,-0.063115,0.03
-0.048437,-0.095234,0.03
-0.047227,-0.068281,0.03
0.01625,-0.070078,0.03
0.033516,-0.092539,0.03
0.048437,0.095234,0.03
0.044375,0.070078,0.03
0.066563,0.06873,0.03
-0.033633,0.099727,0.03
0.046523,-0.053232,0.03
0.066875,-0.054805,0.03
0.040234,0.115,0.02642
-0.043477,0.115,0.000372
-0.040703,0.115,0.016205
-0.036719,0.115,0.027118
-0.021016,0.115,0.008723
0.08,-0.057725,0.008804
0.08,0.055254,0.005757
0.08,0.053008,0.027004
0.038828,-0.115,0.003263
-0.042109,-0.115,0.011222
-0.08,0.055254,0.003519
-0.08,-0.055703,0.003743
-0.08,0.055703,0.014062
-0.08,-0.056152,0.02447
-0.035937,0.115,-0.008101
0.044961,0.115,-0.002421
0.08,0.055029,-0.015395
0.08,-0.052559,-0.026649
-0.041797,-0.115,-0.00587
-0.042344,-0.115,-0.01782
-0.041094,-0.115,-0.026609
0.040391,-0.115,-0.025615
-0.08,-0.051773,-0.005784
-0.08,0.051211,-0.00438
-0.08,-0.058399,-0.013696
-0.08,0.060195,-0.026268
-0.049688,0.043574,-0.03
-0.048633,0.023584,-0.03
-0.06125,0.045371,-0.03
0.035859,-0.088496,-0.03
-0.046406,-0.066484,-0.03
-0.047344,-0.092539,-0.03
-0.036875,0.067383,-0.03
0.046406,0.092988,-0.03
0.066406,0.064687,-0.03
0.060938,0.073672,-0.03
0.049219,-0.015723,-0.03
0.045,-0.053008,-0.03
-0.073984,-0.006514,0.03
-0.043984,-0.042676,0.03
-0.048711,-0.030996,0.03
-0.003594,-0.066035,0.03
0.002734,0.01168,0.03
0.073281,0.005391,0.03
0.00125,0.115,0.024785
0.08,0.001123,0.010393
0.08,-0.09209,0.014846
-0.00418,-0.115,0.002758
0.062812,-0.115,0.018102
-0.004062,-0.115,0.01522
-0.004219,-0.115,0.026049
-0.08,0.001348,0.016846
-0.08,-0.001909,0.025403
-0.000625,0.115,-0.013894
0.006563,0.115,-0.02345
-0.003965,0.115,-0.025342
0.08,-0.001572,-0.004036
0.08,0.002695,-0.015366
0.08,-0.001909,-0.023971
-0.000625,-0.115,-0.010561
0.00125,-0.115,-0.022668
-0.08,-0.001348,0.003025
-0.08,0.003819,-0.012444
-0.08,-0.004043,-0.01727
-0.013047,-0.039306,-0.03
-0.005156,-0.093887,-0.03
-0.041094,-0.01168,-0.03
-0.059609,-0.012129,-0.03
0.00125,0.095234,-0.03
0.041738,0.039419,-0.03
0.058945,0.007862,-0.03
0.031172,0.013027,-0.03
0.001758,0.013027,-0.03
-0.073086,0.10512,0.03
-0.073437,0.060195,0.03
-0.07625,0.070078,0.03
-0.075313,0.036386,0.03
-0.072187,0.015498,0.03
-0.053281,0.01168,0.03
-0.032109,0.012578,0.03
-0.01125,0.01168,0.03
-0.073125,-0.050313,0.03
-0.074844,-0.072773,0.03
-0.074844,-0.10602,0.03
-0.027188,-0.071875,0.03
-0.03875,-0.077266,0.03
-0.01293,-0.10422,0.03
0.007344,-0.019765,0.03
0.006094,-0.044922,0.03
0.031797,-0.041328,0.03
0.022344,-0.10602,0.03
0.073125,-0.10602,0.03
0.073125,0.10602,0.03
0.015625,0.10602,0.03
0.026563,0.073672,0.03
0.073516,0.047393,0.03
0.057188,0.04919,0.03
0.073516,0.01707,0.03
-0.003789,0.10938,0.03
-0.048828,0.073672,0.03
-0.004922,0.048067,0.03
-0.004844,0.023359,0.03
0.011875,-0.008985,0.03
0.073516,-0.094336,0.03
-0.08,0.115,0.007734
-0.08,0.115,0.019219
0.08,0.115,0.007734
0.08,0.115,0.019219
0.08,0.115,0.03
0.08,0.055928,-0.002948
0.08,0.10871,-0.001582
0.08,0.10961,0.010547
0.08,-0.115,0.005508
0.08,-0.115,0.01875
0.08,-0.115,0.03
-0.08,-0.115,0.007734
-0.08,-0.115,0.019219
-0.08,-0.115,0.03
-0.08,0.10894,0.017443
-0.08,0.10871,0.026583
0.08,0.115,-0.005508
0.08,0.115,-0.01875
0.08,0.115,-0.03
-0.08,0.115,-0.005508
-0.08,0.115,-0.018164
-0.08,0.115,-0.03
0.08,-0.10961,-0.001216
0.08,-0.115,-0.004688
0.08,-0.115,-0.017461
0.08,-0.115,-0.03
-0.08,-0.115,-0.005508
-0.08,-0.115,-0.020625
-0.08,-0.115,-0.03
-0.08,-0.007637,-0.005376
-0.08,0.11141,-0.005889
-0.08,0.10669,-0.015571
-0.035078,0.008311,-0.03
-0.070996,0.035151,-0.03
-0.073203,0.048179,-0.03
-0.071562,0.012129,-0.03
0.000313,-0.021562,-0.03
0.00875,-0.048516,-0.03
0.048906,-0.077266,-0.03
0.048828,-0.10602,-0.03
0.008437,-0.10242,-0.03
-0.011328,-0.10602,-0.03
-0.003281,0.076367,-0.03
-0.03,0.048516,-0.03
-0.010117,0.043799,-0.03
-0.008203,0.015723,-0.03
0.01293,0.10781,-0.03
0.0275,0.10759,-0.03
0.073125,0.10534,-0.03
0.074531,0.07311,-0.03
0.073281,0.043799,-0.03
0.072031,-0.015498,-0.03
0.07625,-0.040879,-0.03
-0.0225,-0.045371,0.03
0.02125,0.03414,0.03
0.021328,0.044473,0.03
-0.028437,0.115,0.016403
0.08,0.038745,0.011775
0.029805,-0.115,0.011585
-0.08,-0.037734,0.01314
0.022031,0.115,-0.007478
0.08,-0.038632,-0.013872
-0.031172,-0.115,-0.011602
0.027305,-0.115,-0.023362
-0.08,0.047617,-0.014588
-0.02625,-0.044023,-0.03
0.024219,0.026953,-0.03
-0.041563,0.03414,0.03
-0.060938,-0.080859,0.03
0.025273,-0.081084,0.03
0.037813,-0.084453,0.03
0.025625,-0.070078,0.03
0.060625,0.061094,0.03
0.054063,0.070078,0.03
-0.017812,0.061543,0.03
-0.029922,0.083105,0.03
0.048672,-0.030547,0.03
0.057812,-0.049864,0.03
0.058945,-0.030771,0.03
0.028906,0.115,0.025272
-0.049375,0.115,0.010195
-0.046094,0.115,0.026114
0.047109,0.115,0.007694
0.051875,0.115,0.024554
0.08,0.070078,0.007544
0.08,-0.077715,0.009917
0.08,0.043574,0.024148
0.08,-0.073784,0.025303
-0.028516,-0.115,-0.000835
0.049688,-0.115,0.002864
0.031875,-0.115,0.024948
-0.052813,-0.115,0.024507
-0.08,-0.065249,0.008833
-0.08,0.076816,0.006072
-0.08,0.072773,0.025741
0.04668,0.115,-0.022679
0.030869,0.115,-0.025663
0.08,-0.06626,-0.02439
0.08,0.076592,-0.00278
0.08,-0.041328,-0.024064
0.028906,-0.115,-0.002666
0.054102,-0.115,-0.006749
0.051328,-0.115,-0.025811
-0.08,0.072436,-0.006595
-0.08,-0.067383,-0.006877
-0.08,0.047618,-0.027004
-0.08,-0.074121,-0.025836
0.026328,-0.081308,-0.03
0.022344,-0.070078,-0.03
-0.048828,-0.080859,-0.03
-0.062188,-0.073672,-0.03
0.057188,0.084453,-0.03
0.044375,0.084453,-0.03
0.048672,-0.030547,-0.03
-0.054063,-0.01168,0.03
-0.016367,-0.081084,0.03
-0.005195,-0.081308,0.03
-0.01375,-0.070078,0.03
-0.016328,-0.061318,0.03
-0.021328,-0.030547,0.03
-0.01125,-0.011006,0.03
0.006797,0.073672,0.03
0.016367,0.073896,0.03
0.017578,0.013027,0.03
0.01625,0.026953,0.03
0.042344,0.025605,0.03
-0.055312,0.115,0.017659
-0.011563,0.115,0.025126
0.006016,0.115,0.004259
0.00918,0.115,0.014035
0.08,0.010332,0.007397
0.08,0.07749,0.022009
0.08,0.01707,0.013594
0.08,-0.01561,0.018203
0.08,-0.067832,0.011613
0.044062,-0.115,0.01348
0.005937,-0.115,0.009492
-0.08,-0.016396,0.006057
-0.08,-0.073672,0.013242
-0.08,0.016621,0.013271
-0.08,0.010332,0.019568
-0.08,0.067607,0.017384
0.05,0.115,-0.011147
-0.010703,0.115,-0.013634
-0.052344,0.115,-0.012323
0.08,-0.014319,-0.008913
0.08,-0.068056,-0.013114
0.08,-0.079062,-0.021068
0.08,0.016396,-0.01585
-0.014844,-0.115,-0.00186
-0.0525,-0.115,-0.011162
-0.009609,-0.115,-0.014066
0.010391,-0.115,-0.01962
-0.08,0.012129,-0.005237
-0.08,0.012578,-0.016816
-0.08,-0.013027,-0.014583
-0.08,-0.014375,-0.024368
-0.08,-0.06873,-0.018384
-0.02125,-0.026953,-0.03
-0.015156,-0.060195,-0.03
0.016367,0.073896,-0.03
0.019766,0.08625,-0.03
0.007187,0.077266,-0.03
0.048828,0.026054,-0.03
-0.073125,0.080859,0.03
-0.061172,0.080859,0.03
-0.073437,0.026953,0.03
-0.057188,0.000449,0.03
-0.060625,0.016396,0.03
-0.060312,0.026953,0.03
-0.033516,0.028301,0.03
-0.02,0.011231,0.03
-0.06125,-0.030547,0.03
-0.070898,-0.091192,0.03
-0.061094,-0.10961,0.03
-0.066484,-0.10287,0.03
-0.058359,-0.094561,0.03
-0.029727,-0.088272,0.03
-0.024023,-0.10714,0.03
0.01625,-0.092539,0.03
0.061172,0.10602,0.03
0.06043,0.093438,0.03
0.073437,0.093887,0.03
0.022422,0.089844,0.03
0.037227,0.086475,0.03
0.06125,0.030547,0.03
0.073125,0.030322,0.03
-0.012344,0.085801,0.03
-0.053516,0.088047,0.03
-0.041563,0.087149,0.03
-0.013438,0.049414,0.03
0.066563,-0.010781,0.03
0.061172,-0.073672,0.03
-0.074961,0.115,0.009269
-0.073594,0.115,0.02248
0.066484,0.115,0.002036
0.074766,0.115,0.01233
-0.005625,0.115,0.011133
0.032266,0.115,0.016816
0.08,-0.010332,0.006562
0.08,0.044473,0.003669
0.08,0.10197,0.004753
0.08,0.097817,0.012471
0.08,0.10579,0.023784
0.08,-0.10961,0.01043
0.08,-0.04335,0.015031
0.08,0.00584,0.024133
0.08,0.019316,0.023683
0.08,0.065473,0.023199
0.08,-0.094785,0.024031
0.08,-0.038183,0.025902
-0.052187,-0.115,0.002115
0.066406,-0.115,0.006868
0.07375,-0.115,0.018362
0.070859,-0.115,0.026799
-0.028437,-0.115,0.014154
0.004336,-0.115,0.018554
0.045,-0.115,0.026693
0.008594,-0.115,0.026982
-0.034063,-0.115,0.024602
-0.073437,-0.115,0.024375
-0.08,0.010781,0.005581
-0.08,-0.041103,0.003061
-0.08,-0.10815,0.003344
-0.08,-0.095234,0.005771
-0.08,-0.1059,0.022989
-0.08,0.099726,0.007603
-0.08,0.045371,0.012722
-0.08,0.097031,0.017856
-0.08,-0.009883,0.015886
-0.08,-0.066709,0.024514
-0.08,-0.014375,0.025276
-0.08,0.040879,0.025021
-0.08,0.095684,0.026532
-0.005859,0.115,-0.002743
0.073437,0.115,-0.004124
0.073652,0.115,-0.014945
0.026328,0.115,-0.01831
0.0675,0.115,-0.026067
-0.029727,0.115,-0.014515
-0.034648,0.115,-0.02503
-0.074219,0.115,-0.024053
0.08,0.019765,-0.007046
0.08,0.007637,-0.006035
0.08,-0.099277,-0.00227
0.08,-0.10388,-0.013942
0.08,-0.11141,-0.009785
0.08,-0.10107,-0.026367
0.08,0.040991,-0.013337
0.08,-0.018699,-0.023982
0.08,0.04335,-0.024272
0.08,0.10456,-0.022337
0.007187,-0.115,0.000344
0.012031,-0.115,-0.00928
-0.073203,-0.115,-0.001282
-0.064141,-0.115,-0.002948
-0.073047,-0.115,-0.014799
-0.021758,-0.115,-0.017497
-0.068906,-0.115,-0.02495
0.072734,-0.115,-0.000524
0.03082,-0.115,-0.014771
0.066016,-0.115,-0.015297
-0.009375,-0.115,-0.025682
0.072891,-0.115,-0.024073
-0.08,-0.018418,-0.006716
-0.08,0.10107,-0.001348
-0.08,0.094898,-0.009432
-0.08,0.097481,-0.024827
-0.08,-0.095684,-0.013704
-0.08,0.004268,-0.025259
-0.08,0.072998,-0.025047
-0.08,0.018867,-0.025668
-0.08,-0.10534,-0.023051
-0.08,-0.041103,-0.025572
-0.08,-0.096133,-0.025675
-0.061172,0.080859,-0.03
-0.058945,0.06626,-0.03
-0.073086,0.084228,-0.03
-0.017734,0.02291,-0.03
-0.021563,0.012578,-0.03
-0.038281,0.027851,-0.03
-0.06125,0.01168,-0.03
-0.074707,0.024145,-0.03
0.057656,-0.10602,-0.03
0.005234,-0.093887,-0.03
0.015,-0.087149,-0.03
-0.060312,-0.03414,-0.03
-0.02125,-0.10602,-0.03
-0.036836,-0.09501,-0.03
-0.03125,-0.088047,-0.03
-0.060117,-0.090293,-0.03
-0.066562,-0.10579,-0.03
-0.073437,-0.09209,-0.03
-0.043437,0.092539,-0.03
-0.053516,0.088047,-0.03
-0.01125,0.087149,-0.03
-0.021563,0.087149,-0.03
0.061172,0.10602,-0.03
0.073086,0.088496,-0.03
0.06043,0.093438,-0.03
0.06125,0.044023,-0.03
0.06125,0.030547,-0.03
0.020156,-0.010332,-0.03
0.021719,-0.023359,-0.03
0.06125,-0.01168,-0.03
0.073437,-0.026953,-0.03
0.060664,-0.023584,-0.03
0.061172,-0.073672,-0.03
0.002813,-0.055254,0.03
-0.04168,-0.018418,0.03
0.031094,0.027627,0.03
0.031172,0.013027,0.03
0.03168,0.040879,0.03
0.08,-0.051211,-0.015681
-0.019844,-0.115,-0.00895
-0.08,-0.03414,-0.018618
-0.08,-0.049414,-0.016648
-0.001094,-0.055029,-0.03
-0.016875,-0.050762,-0.03
-0.03125,-0.05211,-0.03
-0.03,-0.014375,-0.03
-0.032031,-0.026953,-0.03
0.03,0.05211,-0.03
0.035664,0.027178,-0.03
0.01625,0.054805,-0.03
-0.070352,0.046607,0.03
-0.060664,0.053682,0.03
-0.041875,0.014375,0.03
-0.048242,0.060869,0.03
-0.043437,-0.085801,0.03
-0.03875,-0.06289,0.03
0.032695,-0.10579,0.03
0.018125,-0.061543,0.03
0.048828,0.060195,0.03
0.061172,0.080859,0.03
0.073437,0.059746,0.03
-0.036367,0.07165,0.03
-0.032656,0.06289,0.03
0.042031,-0.012803,0.03
0.043594,-0.041328,0.03
0.045,0.115,0.016776
0.08,-0.048965,0.002212
-0.062188,-0.115,0.008914
-0.044219,-0.115,0.02647
-0.08,0.023135,0.004753
-0.028789,0.115,0.003327
-0.075625,0.115,-0.011975
-0.064687,0.115,-0.026045
0.08,-0.074458,-0.003484
0.08,0.085351,-0.011235
0.08,0.066484,-0.020667
-0.08,0.064687,-0.002417
-0.08,0.063115,-0.016538
-0.08,-0.078613,-0.01188
-0.041172,0.037734,-0.03
-0.053125,0.05211,-0.03
-0.040625,0.016172,-0.03
0.036172,-0.059072,-0.03
0.026406,-0.059297,-0.03
0.01625,-0.06289,-0.03
0.015156,-0.075693,-0.03
0.008125,-0.058399,-0.03
-0.036172,-0.064238,-0.03
-0.044766,-0.10602,-0.03
-0.056445,-0.066709,-0.03
-0.031641,0.094785,-0.03
-0.01625,0.077266,-0.03
-0.01625,0.066484,-0.03
-0.034531,0.080859,-0.03
-0.030625,0.060195,-0.03
0.033711,0.061094,-0.03
0.042031,-0.003145,-0.03
0.036953,-0.016621,-0.03
0.066523,-0.037734,-0.03
0.059453,-0.051436,-0.03
0.048125,-0.041553,-0.03
0.036953,-0.030547,-0.03
-0.06375,-0.01168,0.03
-0.044375,-0.008985,0.03
-0.028437,-0.060195,0.03
-0.001641,-0.10916,0.03
-0.02125,-0.015723,0.03
-0.022695,0.002022,0.03
-0.012188,-0.030547,0.03
-0.006641,-0.043013,0.03
-0.00375,-0.03414,0.03
-0.002422,-0.023359,0.03
-0.002578,-0.002695,0.03
0.004297,0.098828,0.03
0.011367,0.091192,0.03
0.000234,0.079961,0.03
0.010312,0.061543,0.03
0.020625,0.059072,0.03
0.007812,0.048516,0.03
0.010156,0.036836,0.03
0.00625,0.023359,0.03
0.007109,0.001348,0.03
